year,position,contains_dept_like_keyword
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Manager, Faculty of Science Infrastructure, Special Project &amp; Facilities",1
2016,Professor,0
2016,Professor,0
2016,"Vice-President, University Research",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Associate Professor,0
2016,"Associate Director, Advancement, Faculty of Engineering",1
2016,Associate Professor,0
2016,"Assistant Director, Enterprise Systems",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Technical Services Manager,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Director, Mapping, Analysis &amp; Design",0
2016,Lecturer,0
2016,Assistant Professor,0
2016,Professor,0
2016,Lecturer,0
2016,Lecturer,0
2016,Professor,0
2016,Stationary Engineer Second Class,0
2016,Instructor,0
2016,"Executive Director, Waterloo Stratford Campus",0
2016,Associate Professor,0
2016,Director of Equity,0
2016,Lecturer,0
2016,Lecturer,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Regional Manager, Western Canada &amp; United States of America",0
2016,Lecturer,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,"Director, Food Services",0
2016,Associate Professor,0
2016,Professor,0
2016,"Director, Centre for Teaching Excellence",1
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,"Director, Engineering Computing",0
2016,Associate Professor,0
2016,Lecturer,0
2016,"Professor, Conrad Grebel University College",0
2016,Assistant Professor,0
2016,"Director, Conflict Manager &amp; Human Rights",0
2016,Professor,0
2016,Assistant Professor,0
2016,"Associate Vice-President, Government Relations",0
2016,Professor,0
2016,"Director, Peace &amp; Conflict Studies Program, Conrad Grebel University College",0
2016,Associate Professor,0
2016,Lecturer,0
2016,"Director, Waterloo Professional Development Program",0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Professor, St. Paul's University College",0
2016,"Managing Director, Waterloo Institute for Health Informatics Research",1
2016,Lecturer,0
2016,Professor,0
2016,Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,"Administrative Office, School of Optometry",1
2016,"Principal &amp; Vice-Chancellor, Renison University College",0
2016,"Manager, Portfolio Management",0
2016,Professor,0
2016,"Technical Manager, Research &amp; Special Projects",0
2016,"Director, Student &amp; Faculty Relations",1
2016,Professor,0
2016,Assistant Professor,0
2016,"Librarian, Liaison",0
2016,Professor,0
2016,Professor,0
2016,Lecturer,0
2016,Professor,0
2016,"Director of Planning, Faculty of Engineering",1
2016,Professor,0
2016,"Managing Director, Institute for Nanotechnology",1
2016,"Managing Director, Institute for Nanotechnology",1
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Associate Professor,0
2016,"Academic Dean, St. Paul's University College",0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Associate Professor, Conrad Grebel University College",0
2016,Lecturer,0
2016,Assistant Professor,0
2016,Lecturer,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Lecturer,0
2016,"Manager, Wellness Administration",0
2016,Professor,0
2016,Professor,0
2016,Technical Manager,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,"Executive Officer, Academic",0
2016,Professor,0
2016,Assistant Professor,0
2016,"Director of Operations, Canadian Water Network",0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Systems Integration Specialist,0
2016,Professor,0
2016,Associate Professor,0
2016,Principal Cataloguer,0
2016,Associate Professor,0
2016,Lecturer,0
2016,"Assistant Registrar, Admissions",0
2016,"Associate Professor, Conrad Grebel University College",0
2016,Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,"Manager, Technology Integrated Services",0
2016,"Associate Director, Business Operations",0
2016,Lecturer,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Head, Information Services &amp; Resources",0
2016,Professor,0
2016,Associate Professor,0
2016,"Associate Director, Treasury &amp; Tax Services",0
2016,Clinical Lecturer,0
2016,"Executive Officer, Faculty of Engineering",1
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,President,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Controller,0
2016,Professor,0
2016,"Manager, Budget &amp; Client Services",0
2016,Professor,0
2016,"Director, East Asian Studies, Renison University College",0
2016,Lecturer,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Lecturer,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Professor,0
2016,"Senior Manager, Research Partnerships",0
2016,Associate Professor,0
2016,"Lecturer, Renison University College",0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Associate Director, Systems",0
2016,Associate Professor,0
2016,Professor,0
2016,"Manager of Information Services, Chemical Engineering",0
2016,"Laboratory Director, Mechanical &amp; Mechatronics Engineering",0
2016,Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,"Director, Client Services",0
2016,"Director, Graduate Academic Services",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Manager, Technology Integrated",0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Head, Digital Initiatives",0
2016,Information Technology Specialist,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,"Assistant Human Resources Director, Client Services",0
2016,"Senior Instructional Developer, Faculty Programs &amp; Research",1
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,"Assistant Human Resources Director, Total Compensation",0
2016,Professor,0
2016,Associate Professor,0
2016,"Director, Major Gifts",0
2016,Associate Professor,0
2016,"Director, Principal Gifts",0
2016,Professor,0
2016,Associate Professor,0
2016,"Vice-President, Administration &amp; Finance",0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Associate Professor, Conrad Grebel University College",0
2016,Lecturer,0
2016,"Associate Director, Professional Development",0
2016,Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Director, Commercialization",0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Chaplain, Conrad Grebel University College",0
2016,Associate Professor,0
2016,"Associate Registrar, Admission",0
2016,"Executive Director, Cooperative Education &amp; Career Action",0
2016,Assistant Professor,0
2016,Professor,0
2016,Lecturer,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Professor &amp; Director, Knowledge Integration",0
2016,Lecturer,0
2016,"Administrative Dean, Renison University College",0
2016,"Associate Provost, Resources",0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,"Director, Employment Relations",0
2016,"Director, Research Finance",0
2016,Information Technology Specialist,0
2016,"Director, Student Awards &amp; Financial Aid",0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Production Manager,0
2016,Associate Professor,0
2016,Chief Stationary Engineer,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Student Advisor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Director, Information Technology",0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Executive Officer, Administration",0
2016,Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Director, Portfolio Management",0
2016,"Senior Manager, Policy &amp; Enrolment Plan",0
2016,"Director, Distance Education &amp; Continuing Professional Development",0
2016,Associate Professor,0
2016,Professor,0
2016,"Regional Manager, Greater Toronto Area West",0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Director, Global Research &amp; Strategic Alliances",0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Account Manager, Toronto",0
2016,Lecturer,0
2016,"Associate Director, Audit &amp; Communications",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Assistant Director, Administration, Institute for Quantum Computing",1
2016,Lab Director,0
2016,Applications Database Administrator,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Senior Manager, Science &amp; Outreach Relations",0
2016,Associate Professor,0
2016,Professor,0
2016,"Account Manager, Central East",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Director, Organizational Services, Library",0
2016,Information Technology Specialist,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Director of Advancement, Faculty of Environment",1
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Dean, Science",0
2016,Lecturer,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Lecturer,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Associate Professor, Renison University College",0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,"Director, Interprofessional Education &amp; Curriculum Development",0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Professor,0
2016,"Associate Professor, Renison University College",0
2016,Associate Professor,0
2016,Technology Transfer Officer,0
2016,"Director of Operations, Institute for Quantum Computing",1
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,"Executive Director, Southern Ontario Water Consortium",0
2016,"Manager, Infrastructure Support",0
2016,Associate Professor,0
2016,Laboratory Instructor/Coordinator,0
2016,Lecturer,0
2016,Professor,0
2016,Technology Transfer Officer,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Associate Director, Research Operations &amp; Communications",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Executive Officer, Faculty of Arts",1
2016,"Head, Information Services &amp; Resources",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Manager, Counselling Services",0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Systems Integration Specialist,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Lecturer,0
2016,"Director, Finance",0
2016,Lecturer,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,"Assistant Professor, Renison University College",0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Executive Officer, Faculty of Applied Health Sciences",1
2016,Associate Professor,0
2016,"Director of Development, Conrad Grebel University College",0
2016,Assistant Professor,0
2016,Lecturer,0
2016,Information Integration Specialist,0
2016,Professor,0
2016,Professor,0
2016,"Manager, Student Information Systems",0
2016,Systems Integration Specialist,0
2016,Associate Professor,0
2016,Professor,0
2016,"Manager, Client Services",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Clinical Lecturer,0
2016,Professor,0
2016,Information Technology Specialist,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Associate Director, Planned Giving",0
2016,"Director, Waterloo Centre for Automotive Research",1
2016,Programs Administrator,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Professor,0
2016,"Senior Director, Community Relations &amp; Events",0
2016,"Assistant Professor, Renison University College",0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Assistant Professor, St Paul's University College",0
2016,Lecturer,0
2016,Lecturer,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Research Associate,0
2016,Instructor,0
2016,Professor,0
2016,"Manager, Science Computing",0
2016,"Director, English Language Institute &amp; Associate Director of International &amp; Intercultural Development",1
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Director, Campus Wellness",0
2016,Associate Professor,0
2016,Technology Transfer Officer,0
2016,Professor,0
2016,"Senior Manager, Corporate Research Partnerships",0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Associate Vice-President, External Research",0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,"Principal, St. Paul's University College",0
2016,Associate Professor,0
2016,Research Associate,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,"Director, Human Resources",0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,"Director of Advancement, Faculty of Engineering",1
2016,Professor,0
2016,Lecturer,0
2016,Professor,0
2016,"Assistant Professor, Conrad Grebel University College",0
2016,Lecturer,0
2016,Stationary Engineer Second Class,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,"Director, Centre for Mental Health Research",1
2016,"Manager, Space Planning",0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,"Manager, Central Stores",0
2016,"Associate Director, Graduate Admissions",0
2016,Associate Professor,0
2016,"Associate Director, Leadership Giving",0
2016,"Manager, Enterprise Systems",0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,University Employment Manager,0
2016,Associate Professor,0
2016,"Associate Director, Marketing Undergraduate Recruitment/Director International",0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Vice-President, Academic &amp; Provost",0
2016,Associate Professor,0
2016,Professor,0
2016,"Assistant Professor, Conrad Grebel University College",0
2016,Lecturer,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Associate Professor, Renison University College",0
2016,Professor,0
2016,"Director, Design &amp; Construction Services/University Architect",0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,"Manager, Information Security Operations",0
2016,Professor,0
2016,Professor,0
2016,"Director, Partners for Action",0
2016,Professor,0
2016,"Dean, Arts",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Director of Operations, Conrad Grebel University College",0
2016,"Associate Professor, Renison University College",0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Stationary Engineer Second Class,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,"Director, Student Development &amp; Residence Life",0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,"Director, Admissions, School of Pharmacy",1
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Director, Centre for the Advancement of Cooperative Education",1
2016,Lecturer,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,"Associate Provost, Students",0
2016,Associate Professor,0
2016,"Executive Officer, Faculty of Mathematics",1
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Clinical Psychologist,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Director of Operations, St. Paul's University College",0
2016,"Associate Vice-President, Marketing &amp; Strategic Communication",0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,"Associate Professor, Renison University College",0
2016,"Director, Marketing &amp; Undergraduate Recruitment",0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Lecturer,0
2016,Assistant Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Associate Vice-President, International",0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,"Dean, Applied Health Sciences",0
2016,Lecturer,0
2016,"Director, Counselling",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,"Lab Director, Teaching",0
2016,"Associate Vice-President, Campaign Strategy &amp; Implementation",0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,"Manager, Virtual Incubation Program",0
2016,"Assistant Professor, Renison University College",0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"President, Conrad Grebel University College",0
2016,Professor,0
2016,"Account Manager, Toronto",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,"Systems Integration Specialist, Servers &amp; Storage",0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,"Manager, Corporate Research Partnerships",0
2016,Professor,0
2016,"Associate Director, Institutional Analysis &amp; Planning",0
2016,Professor,0
2016,Lecturer,0
2016,Assistant Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Account Manager, Central East",0
2016,Strategic Architect,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Client Services Manager,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate University Secretary &amp; Legal Counsel,0
2016,"Director, Enterprise Systems",0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,"Manager, Department &amp; Campus Applications",1
2016,Professor,0
2016,"Senior Manager, University of Waterloo Mass Spectrometry Facility",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Assistant Human Resources Director, Operations",0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Lecturer,0
2016,"Sargeant, Shift Supervisor",0
2016,Professor,0
2016,Professor,0
2016,"Associate Director, Advancement",0
2016,"Librarian, Liaison",0
2016,Associate Professor,0
2016,"Director, Institutional Analysis &amp; Planning",0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Faculty Relations Manager, Mathematics &amp; Research Centres/Institutes",1
2016,Professor,0
2016,"Manager, Enterprise Systems",0
2016,Professor,0
2016,Program &amp; Process Manager,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Associate Professor, Conrad Grebel University College",0
2016,Professor,0
2016,"Dean, Engineering",0
2016,Assistant Human Resources Director,0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,"Director, Research Partnerships",0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Director of the Office of Advancement, Renison University College",0
2016,"Senior Instructional Developer, Graduate Programs &amp; Internationalization",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Lecturer,0
2016,"Director, Information Security Services",0
2016,Professor,0
2016,Associate Professor,0
2016,"Associate Vice-President, Advancement Services",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Associate Provost, Human Resources",0
2016,"Associate Vice-President, University Research",0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Director of Advancement, Faculty of Science",1
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Manager, Client Services",0
2016,Associate Professor,0
2016,Lecturer,0
2016,"Director of Advancement, Faculty of Mathematics",1
2016,Professor,0
2016,Associate Professor,0
2016,"Executive Officer, Faculty of Science",1
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Lecturer,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Lecturer,0
2016,"Assistant Professor, Renison University College",0
2016,"Manager, Portfolio Management",0
2016,Professor,0
2016,Special Advisor to the President,0
2016,Lecturer,0
2016,Lecturer,0
2016,Research Associate,0
2016,Professor,0
2016,Lecturer,0
2016,Lecturer,0
2016,Professor,0
2016,Associate Professor,0
2016,"Manager, Technology Integrated Services",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Laboratory Instructor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Dean, Mathematics",0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Director, Athletics &amp; Recreational Services",0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Director, Housing",0
2016,Lecturer,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,"Manager, Client Services",0
2016,Associate Professor,0
2016,Information Technology Specialist,0
2016,Information Systems Specialist,0
2016,Professor,0
2016,Clinical Lecturer,0
2016,Professor,0
2016,Assistant Professor,0
2016,Associate University Secretary &amp; Senior Legal Counsel,0
2016,"Associate Director, Financial Systems",0
2016,Professor,0
2016,"Supervisor, Learning Environment",0
2016,Associate Professor,0
2016,"Associate Professor, Renison University College",0
2016,Executive Manager,0
2016,"Director, Safety Office",0
2016,"Manager, Policy &amp; Standards",0
2016,"Manager, Counselling Services",0
2016,Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Assistant Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Research Associate,0
2016,"Director, Centre for Career Action",1
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Lecturer,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,"Director, Retail Services",0
2016,Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2016,Associate Professor,0
2016,Assistant Professor,0
2016,"Associate Director, Student Communications &amp; Research",0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Research Associate,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,"Director, Maintenance &amp; Utilities",0
2016,"Assistant Director, Centre for Intelligent Antenna &amp; Radio Systems",1
2016,Associate Professor,0
2016,Associate Professor,0
2016,Associate Professor,0
2016,Professor,0
2016,Assistant Professor,0
2016,Assistant Professor,0
2016,Professor,0
2016,Professor,0
2017,Associate Professor,0
2017,Professor,0
2017,Associate Professor,0
2017,Associate Professor,0
2017,Professor,0
2017,Assistant Professor,0
2017,Associate Professor,0
2017,Lecturer,0
2017,Associate Professor,0
2017,Professor,0
2017,Associate Professor,0
2017,Lecturer,0
2017,Assistant Professor,0
2017,Lecturer,0
2017,"Manager, Corporate Research Partnerships",0
2017,"Manager, Enterprise Systems",0
2017,Assistant Professor,0
2017,Assistant Professor,0
2017,Assistant Professor,0
2017,Associate Professor,0
2017,Professor,0
2017,Associate Professor,0
2017,Associate Professor,0
2017,Lecturer,0
2017,Lecturer,0
